PROD_ID,PROD_NAME
INFG341Vwyr1M94xpimsmA,'Chens Chinese Restaurant'
vjHkbRBdUwG8aHDXllz37A,'Flight Deck Cafe'
UaVdwXiiJUl2qGdgaQFppA,'Gold Canyon Dentistry PC'
AvAOB_pwP1WEd5UNc7470g,'Beverly Nails Salon'
dlape0CS_lVeS378Uyuoxw,'Jack in the Box'
aR972sxTNRM6mLZdqiPN_A,'Gecko Espresso'
hR5ouQeNmGs5z_biAA0AdA,'Subway'
0BRORnn7ydzOR8ZZPyeWxQ,'Bashas'markets Inc'
Jge6Oit_JdTkkJ6UzhWVNA,'Red Sage Restaurant'
GRVod03GfpFD5Kk_5jmsog,'Kokopellis Restaurant'
_kL4evOcRHHEquKnndUTkg,'Gold Canyon Golf Resort'
0YoQxhMsj3GlGariDDSKfg,'The Garage Pub and Pizza'
D0imBXgnXCiSdn822_uguA,'Deseret Family Medicine'
5q2G7FK3J_Eml_mcldO7Lg,'McDonalds'
dqAyfoFe1crKVQ8GvryelQ,'Cost Cutters'
uc5SIepmspu_1fL-9v1PNA,'Walgreens'
3_p50Iw60alUOCKGdCrv4g,'Captain's'
KAt_mCkDcI0Hf77PNpcawQ,'Hardy Glass and Mirror'
8gzwqbiqJ6126_myoDchGw,'Los Gringos Locos Grill & Cantina'
bpPVn4nF8YR40BjhO6YP1w,'Lakeside Restaurant & Cantina'
OoVgScexkLtTyUisVSnv0g,'Red Mountain Carpet & Upholstery Cleaning'
IrncRVjzZzL9OJsRRZXKyA,'Walmart'
nef2ci4GArhckz7N5U_dRQ,'St Vincent De Paul Society'
EZVh6OMui8Ug7Bav95Pnsg,'Sonora Quest Laboratories'
tgFTrk5o3_TxwokIlLxOKQ,'Mediacom'
YWzv8BpoxxDU0E9AJXw3Lw,'Elvira's Mexican Food'
8yIgPPiXsfOa1wD44CFQ2w,'Ideal Cars'
OrXzZB0M0DbPXx3F_X6GkA,'Hacker's Grill'
t7YbucHTf5N3NkUih-q4IA,'Golden China'
Ty8jreks3Xy9-Jt2CgAOeA,'Taco Bell'
XiWZUFXlXwf_aDZ5Jhi_ZQ,'Superstition Grand Antique Mall'
bHSpI3nPqAj2S-dmRyOOOQ,'The Good Apple'
44Up9Gbs-IKMnt7ULDWu8A,'Cobb's Restaurant & Lounge'
weCbIA8mCkVw7zmxPNT5sA,'Village Inn'
zvFhC2Lywo6e8UaRTVj7sw,'Dairy Queen'
xfu2Ja977b0UA1jZZN72UA,'Best Hardware'
PDmRNhR0_GhBDd18zFu8-Q,'Apache Junction Motel'
O4jXtRnS_R9SyM7ckMhFmg,'Goldfield Ghost Town & Mine Tours'
Dk0YqSo93Zpypuu9OIBFhA,'James Tire Warehouse'
Guai2bH3hNqDP0bPuhT5uQ,'Dirtwater Springs'
KhFYSO342maSRhu54zDxAA,'Feedbag Restaurant'
zZFXEqWY_bE6s_f38RhNMw,'Superstition Ranch Market'
icH-QeZF2FJ8BIpupRqDbg,'Rapid Collision Center'
tYXsQpTvnNpav9UiwkhMOw,'NextCare Urgent Care'
rMxuBgIoso0T6O-v5wg3QQ,'A Touch Of Class'
H5OvlrgGWFDw_rn2T3px_A,'Lost Dutchman State Park'
a66YOmnzZN44iCL3Cu45DA,'Cook Insurance'
qoQXJhIPTmAuZERLT9QiLQ,'T & M Pizza Italian Restaurant'
NBJGZTGMpqK7mfTRcobfVQ,'Sonic Restaurant'
vtFmTc0NkKlY9cb7_dWOYQ,'Casa Grande Regional Medical Center'
JNEeWjajyZPrwMb1cYi_pg,'Creative Cafe'
moL0xxSeGhMXzPt2GH_i3Q,'Walmart'
g5csdtYUt97hkexFMCVf-g,'Cracker Barrel Restaurant'
WpH3Ri68nUtb6wCp8QAePw,'Cafe De Manuel'
ESzuArhEY8UW4m_tnOArSw,'Henry Brown Chrysler Jeep Dodge'
aJR3LfzIZhjfri1LaI6pNA,'Palm Creek Golf & Rv Resort'
hrbA1-im_sd3c6ZL1A6-QA,'Big Wa Chinese Restaurant'
V3B8eOtBufrsAFG8d5bVUA,'Comfort Inn'
5usBY9Sw_tJegCCK_6iKXA,'Holiday Inn'
g0SiOqUieNQecsxKQHS7hg,'Cabo's Bar and Grill'
SCkmmn7p6gOs_8_8tnPakw,'Border Line Cocina Mexicana'
jLxo_UgnGfKHSPK7gGa5LA,'Lucky Sushi & Chinese Restaurant'
CryrJRssFWwdtxEJh1WIGg,'Small Animal Clinic'
j8BqRe8GsVLuWIKo0nhe-A,'Silver Bullet Bar'
Gw3Cdauo-Nuz9q5XQN30-g,'Greens 'N Things Floral Shop'
7AW8xNS5Meaxw4u5PRtYTw,'Buck's Guns'
FFm74nzErx4tVbQ72bKggg,'BEST WESTERN PLUS Casa Grande'
ventMCD2COUEOXrRPF1EWQ,'Sommers Jewelers'
cG1pHlWhdSc2M9ChWZo-dg,'Dairy Queen'
RUcgIIvxzDbarVNzIUO-Bg,'Bedillon's Cactus Garden & Museum'
Mx_IcFzTaPiPMm5SQY743w,'Dennys'
ewwDY8vD3K6tbtulRGz8Nw,'Tanase Alexandru MD'
NQRePJxA_ev-38n41HLlDQ,'Little Sombrero'
SCMYAkofvwKmI6ChdZFxIg,'Dell's Pizza'
iSUIVSVDdr_PDishXDshVA,'Whataburger'
P3hS3_uwcburxAD8Gv_Yag,'Wash 'n Roll'
BSiBN3jS68K-6byfDfjyAA,'Sun Life Family Health Center'
CVojju8FvPexy9scJ92wVQ,'Mi Amigo Ricardo'
WP8RUkeVXA4H34vlyDjI5A,'McDonald's'
THOswbVcfQFtm90TnIW9cw,'Lessor's Business Machines'
m7q48PFFfMaIBBaDZ7j3Hg,'Nico's Mexican Food'
qduzJZxh_EH6GERI2x_zuw,'Francisco Grande Hotel & Golf Resort'
LplpfFA0cBNsf_BeOR3MDg,'Super 8 Casa Grande'
l6akDtf-QcEiApI40-0xSw,'Pizza Hut'
T9BPnYNKtk6B42W0cJJXnA,'Cook E Jar Bakery & Cafe'
2gBKQ-epOTPMNvXoGyyVbQ,'China King'
6S0Qno8Hc1sFjtF_Gt9lvg,'Ochoa's Restaurant'
v1jRhfoNKW4qpLhqhI8ApQ,'Del Taco'
wBx05-8sBcRCmBumtg1HCA,'Renaissance Family Medical Care'
F78kWIJw1PrfS4CbB3qk4g,'Video Paradise'
65SwPmA-SY73nMKGDCEwxw,'A Professional Locks'
r6zT-YqmOtHg8BJT3LLzfg,'Outback Steakhouse'
ZqX6rvRAxlCG4Refniq_BA,'Inner Vision Yoga'
TpVutC0Ydtxv4Rsr_wi62w,'Legend Cleaners'
dG7KLQ1a584wI5jSADIPIg,'Florencia Pizza Bistro'
JGHV_s-_mcPWTRn83xLF9w,'Motherhood Maternity'
YF6Z8PhNWN0ZR33hfvZRjg,'NYPD'
zlatJeuJl05vsJoHM6XEDA,'Red Dragon Chinese Food'
b1lbMd_exhNTv_6y-q73jw,'Greg's Japanese Auto Parts & Service'
P4ORLZJfbN9yExjg13gVMw,'La Famiglia'
XWpkTxBLgRXxl7g2Hw62Qg,'Angel Sweet Gelato'
dkROlq5s9qBt3Y0ERB80WQ,'I-Mart'
diuqytl33lepoXpJz0pzQw,'Regis Salon'
W7bazhsfvqj7jFokj9pOmA,'Kisses Nails'
iPtnB8C88kUj_x4bPU6HBA,'Nailspa Expose'
Cn8eqTZvnCP-Y1Jdm7GczQ,'Sunglass Hut International'
mod9XAJf0Cbj49759B2AUA,'Bank of America'
najn_Sy-_IzMvq5q4n6p8w,'Jack In the Box'
bMzNhr8ikzwNZdpvRsZ-GQ,'Leslie R Fish, DDS'
x0aDY0aG8H1ThQO5dw7taw,'Ross Dress For Less'
4VB2KzHopYU3iEugw-tw0A,'LensCrafters'
TOh-zfgSDJwLgEsf1NSkPQ,'Batteries Plus'
5lhqFCmgB4Owxm87akIQCg,'1st Pet Veterinary Centers'
UYwz1ffJ1Oq-pTIGw2cdZg,'Childtime'
N9iPqBRI47bewLAeKBlkIg,'Waterfront Grill'
geJz5pFk61HNCdakk6DhJA,'Desert Oasis Aquatics Center'
Tz_qe3zVRAi9rgj-eerB1A,'The Yankee Clipper Barber Shop'
JXu6H3o0G0SRw7AFrbc4qQ,'Taco Bell'
K4BQEG6alSUuptJbuUQutg,'Associated Dental'
Xbk80IuaWpoDC7GRI8MKMg,'Manila Sunrise Sari-Sari Store'
DM2cVdNLf8mKMqG60fqTzQ,'Cartridge World'
H-zvHYZbRVHJ3sNqvqeReQ,'Crystal Springs Car Wash'
oNUOcB7TC3rl5c0WkzYTHQ,'Paragon Dance Center'
nBh7RAqeGq2Y2vH-s8Aw9w,'Hollywood Beauty Supply'
z8DlBX3FNJUgCVFHN2BPnQ,'Burger King'
8w48H-7HwQX-fJx1Wl8glg,'Sunwest Dental Centers'
Z0uPCyhmY_yBg2GQLBkjAw,'Full Circle Auto Wash'
VSqVAtT331-PmW5DJvELaA,'Tara R Hodges, DDS'
DPO-EDWSNXAjQSEFGpyRWw,'LA Fitness'
OedV_QX8aD7MeLqshhWkCQ,'Denny's'
dZpCzo4cbwLITa1aSfX-oQ,'PetSmart'
UC8cd-RRHejrG7Tmezmx3g,'The Greens Apartments'
K7l8kVfpCWBhQpMHEhCv5w,'Goodman & Partridge'
6yeEXjqICZ63-gpfYfd-KQ,'Jiffy Lube'
IBZnLm3hkbM89QGC_TDDDg,'Starbucks'
Lx4ZFP6dIMzi7Ib-ljV-ww,'Los Favoritos'
Ym256yx44Fpdeqe0NwfWsQ,'Desert Sage Herbs Holistic Center For Body Mind & Spirit'
7vQdOhAaVw7Wmfv-uheWGw,'Lakeside Apts'
WQ57CoI53uygVEHwE2x3Gw,'Shear Edge'
rFxMUvxY7XoTRdyuxhcrEQ,'Kerry L Taylor, DDS'
NYIyTj2AZJpAo7XIM-Z7lw,'Valle Luna Mexican Restaurant'
G6suEhxjMV8cdwSI-oQIZA,'Diamondback Cleaners'
Ao57uER6nnpa2KULpZDFrg,'Boston Market'
oTHHTuNG0Y3LmQWXDGzcsA,'A New U Day Spa'
szufXBiWQ2FbjkZ9EYCzvg,'Dogs Day Out'
SBmbCfkqbG5KkFE8swls-Q,'Warner Nails'
BJBzsvaCQ2mo8CWfQ1jPiA,'Big Lots'
jJlOPkv4Xl6vxNzr51fnYw,'Saigon Pho'
-4BtfPW3_v092G8pqHrv4w,'Wendy's '
wdkVP5rNQHCbQTSBVfJrgQ,'Ulta Salon Cosmetics & Fragrance'
QxAbMGhwyZ4UlWshbtjLmw,'Ambrosia Floral Boutique'
0L6MiLWLBGKLRhgQ7mnJQw,'Darling Nails'
bZyUy0SBJEfea9R-CuXTRA,'T J Maxx'
M3o2COfApfB9et5AwDZ-Pg,'Petco'
WorzvsB28dlSnCyuNslSdA,'Goodwill of Central Arizona'
lLZNqy5_W1bNexvfa_EpHA,'CVS Pharmacy'
Z6FcH4my0kbioUs3iqCu5w,'Fitness Forum'
y75baZnoI51J8WS7NK9FHQ,'Floridino's Pizza & Pasta'
4M1fVHmnSyNg-fNW247-QA,'Filiberto's Mexican Food'
-HADyd0_rgt7PzZ-HWHTiQ,'Banfield Pet Hospital'
MccFX_avEE1m9pPuSasbYQ,'Crystal Cleaners'
ASxUPQGzDomkggD6S4brpg,'Redfish'
DHUWXzAtMlqeOxTuOObZVA,'360 Physical Therapy'
eyjyLrHjTPGuynfv-glYcw,'Chinese Gourmet Buffet'
a9Wk44qJLWoJQT-_H8MB-w,'Pesto's Pizza & Wine Bar'
m_fi31gTJ1aASUZbS3QioQ,'Souper Salad'
baD0UGq57MLZ-vLFzyHF_g,'James D Loo, MD'
zqkykZfKhEzY_0zYPC0x9g,'B & B Florist'
0MoKiXqYSvyJu_BFugwFqg,'Great Clips For Hair'
c4NNOU7brgUvlDyUwaZCyQ,'Southwest Dental Group'
PAPugFMB4IOtm2EL_korhQ,'Evdi Medical Imaging Centers'
0SkiN-iSb68lMN6CfZI5-A,'Pride Animal Hospital'
Yx3nLjvrO8wrB1CfTzHYHQ,'Summit Lake Apartments'
Hcjl0XYKYHAiXvozSv4kaw,'Priceless Prime Time Bar & Grill'
lDwHtEVlak5lVrXi2FImPA,'R.S.V.P. Realty'
7wo7RssoysYNR8f31EEeRQ,'All-American Eyeglass Repair'
k83LpHfy9j05POm4rxBVSA,'China Way Restaurant'
kOK86MUuK-VWfJEYuvHUnQ,'Bashas''
E-6SY0VCtMHxnrmPS5Nn1A,'Mark Arooni DDS'
1Duul3qCnLrNak1Np-iHfw,'Pita Jungle'
kNnk3xy9eb4ym8nljQUGlA,'Chase's Diner'
9kBY3zyRKYDUX0AzzzAVxw,'Pacific Family Medicine'
fN3RgiXJMoYcZzn9y8JRQw,'Thrifty Ice Cream'
emRMcF8zGZwHWfXInHgTww,'Blankinship Physical Therapy'
H74aYRotUzWjAm8CEExOrg,'Einstein Bros Bagels'
UCaF3g4e1Diqpf0A06smag,'Subway'
OjNTZTZ6HYQghJN-3jmwnA,'Black Angus Steakhouse'
17AGor2KUDMLUV5u5NbTnw,'The UPS Store'
l1MZjZK2tLxfFRB62lQmsg,'Coffee Rush'
phHXdTh5L2w8vQ9Gsmq27A,'Yangtse Chinese Bistro'
2yMqb2Ey4PspeyLn4y2dHQ,'Officemax'
s8cHXeSlX_aPI2x49UkCCg,'Sí Señor Restaurant'
jXT8hYPP2LILb0sK4gZF9Q,'Blockbuster Video'
YAu1dTr3LMvKbWyABKmkYQ,'Cox Residential Digital Solutions Store'
s5wWB8QF2JAx0DxV8WrS9g,'Staples'
O6_Wzh6aBOVL4Bm2Zaysnw,'Artful Tailoring'
4g8gYWhgHeSoXLt9NwYPzQ,'Zoe's Trunk'
J6ZcTaL_4XaC7SwV1w9IOg,'Southwestern Pediatrics'
qgJZUKNVY-LbGKk6XEP3JA,'Mucho Taco'
_9JDgUdXbCn1Vx-nj49VJg,'Starbucks Coffee'
hlJOw2HN4-dqIs7bKTqaXQ,'Brake Masters'
WV2UObiT3EknPaAvo1GVYg,'Garduno's Restaurant'
m9b9gugHw1ZDmK3v8O1GUw,'Jamba Juice'
DcnLWkASDJfHaSH6kKbezg,'New Horizons Women's Care'
ICAFGYD7jnoOxsiz91ljEw,'BB Hairrington's Hair and Nail Salon'
j5tNIkM_UbyaiAGPqqLJcQ,'Dairy Queen'
z4KFTJQsAdxqMZA7Fx0A9A,'C-Fu Gourmet Restaurant'
iwzHQ7aBPrxKybarW5q5TA,'The Coffee Bean & Tea Leaf'
5KG0A3WlC7K3DAXtrIFFjg,'Lee Lee Oriental Supermarket'
JI5aC9sYX57qTl_rFVfldg,'Arizona Hair Co'
XQBeEuQK4K-BOYRjxHijjA,'Just Brakes'
4kPDzSReLzJa0gQSjuHWvQ,'St Katherine Greek Orthodox Church'
5vgmIwBB48fwo_WC8vGiXA,'Ninja Japanese Restaurant'
oe1mlI8LwucyE60P1E3vRQ,'Sierra Family Dentistry'
fFgLFwL5i3oWN-mzOxFJnA,'Desert Dove Health Alliance'
1MMDsOIfU-G3M3YMYQu7dg,'Rocker World & Curios'
revhmmG12K3xXH029R7GoA,'Dunn-Edwards Paints'
sh3kl5sfAhUwx6MlGNsftA,'Ultimate Electronics'
5D1DG-EUUO3pMvMOuY6U9Q,'Paradise Juice'
-6Roo-EHgSdUa4rP3tWyRw,'Mimis Cafe'
un3KC2gyMrSG6yqjVRctXg,'Shimogamo'
z6V7Mb0fjHo_JT3l7dCKsA,'McDonald's'
-4zMr3jk0ykmsk5sxsQMlA,'99 Cents Only Store'
VnpcUkqPVm4irNn5WzpNpA,'Walt's Jewelers'
JNSzD-CdBisAOCOUylNMMQ,'Southeast Valley Gastroenterology'
r5vUrirMWVOHHuTIRXfy6w,'McDonald's'
U_aP0IJdn36wYwpiCtQCag,'Applebee's Neighborhood Grill & Bar'
ztN3qDONemBwjQNHRY29AQ,'Say It In Signs'
Psrts-3bLgvp6F7v1aL0SQ,'Chandler Fred Astaire Dance Studio'
eiiu_OFYH2st6_y50sJ6kA,'Skateland Chandler'
3TCHnHO2gGfGw--0uN6XMg,'FedEx Office Print & Ship Center'
EKEAy32TpkZ_mqQyX0on2w,'United Blood Services'
-9meXYVIw8yFg_yMG5RvCw,'Super 8 Motel - Chandler / Phoenix'
l1kqHWtICTNk8TdCNisf5A,'Tokyo House'
QQvzErQ8Ijdy3SyEmYVG7Q,'Takamatsu Restaurant'
XfhFVbrcguL2ifZnfOzmXQ,'Fantasy Nails'
Z_FfEMcEfcpWJo51z6jh1A,'Dickerson Orthodontics'
eCDUWNT1iQHrhb8JzK1M0g,'Carl's Jr.'
4rpEXjl73w89XAKNmVoagg,'Your Eyes Only'
YXQzFolTvipDSpTlUTd6Eg,'Guns Etc'
UIGFrEcoDsw05I1UOrxdOA,'Cyclo Vietnamese Cuisine'
7EoW1PjL84fiET_Uz5mjmQ,'Domino's Pizza'
xpnNsrT8QsCIUdawnsBvoQ,'Family Optometry'
G2V_8dPjrpqBa4GMXmAOog,'Once Upon a Child'
5uj8wYz4W3cBS9hibhSHig,'Cuts For Pups'
g9d1hR8BIIzTESApfiOPcw,'Akimel O'othham & On-Auk-Mor Indian Smoke Shops & Cigarettes'
O6ogkhJOdaX81sNC9_RAOw,'Gila River Casino'
qfFSS0A5OXUkCbTeC1fYLw,'Aji Spa'
T9iBSa4pxYXP129pHlt5Sg,'Kai'
IpiCTbW1u04ytps6tFF4QQ,'Desert Schools Federal Credit Union'
2OXmEkZheyM3115zFT6zrg,'Holiday Inn Hotel Chandler'
h7Db1FzhqlDLUzHHkWPhAw,'Michael Pinta American Family Insurance'
Nqk7gBL627EH74XVpyPRfQ,'Bank of America'
DcML-4f7oib19ed67Ruv6w,'Target Stores'
fH6jUAAzLKwHIUOAQm_CYA,'Kent Johansen, DDS'
pfV1QVLr4qjiQmmdkMfiAA,'Bondurant School of High Performance Driving'
EC3IhVpKbLg6GiQ-KSEBaw,'Avalon Cleaners'
6YC-wRAyaFNUQTZ0RjSvcw,'Porter Roofing'
E4_d8XPdOXqCGhqdvfzGlA,'Albertsons'
yMkXrAbKr3C1BjXIj6CIzA,'Starbucks Coffee'
bXHigawd9fIWzYDb81p_Vw,'Harley Davidson of Chandler'
8D8HRd8x4-gTvmguBA_1Kw,'Walgreens'
3Wfc0EJutOj1WVeH_qBbtg,'AZ Automasters'
YOQkOW0SP5WsfL9XFSvXCg,'U-Haul'
oOo0xGOVq7cYTP1fORdoFg,'Aj's Purveyor of Fine Foods'
wy_R4crNr1BH0CP87y9UHQ,'India Gate'
IyJQoqUTYFAYPYpy6fssCw,'1st Nails II'
PEezgevlEHjujMN1qTQH1g,'Bahama Breeze'
b-WHgdSOBfWr7B0QpybHRw,'Toys R Us'
3V3bFPPkCbCFhPS4pq9LMg,'Hawthorn Suites By Wyndham Chandler'
iyTQbU_XdznZ48AzeQfbdg,'Quality Inn'
8kunNClZ1AD0Rj5bDiFdrQ,'Jason's Deli'
LfRBFljunPMQ44gkP7sMsQ,'Ben Bridge Jeweler'
Xa-NZsGIIU9BWrFetK0EvA,'Finish Line'
VN2S3N_l4AuSRj8bdOYIEA,'Hot Topic'
KgYvd2BlQIGUw4Aj5qKevQ,'Cold Stone Creamery'
blx7zxfY7Xq4bbj33IQv1g,'Brighton Collectibles'
7IfZTV9Bk8nKfpCrk_rT2w,'Aveda Environmental Lifestyle Store'
c9TDLIjHDt1Lrxv0U8ELxw,'Auntie Anne's'
4jaExIpQYRBzxqk9jaYlow,'Fuzziwig's Candy Factory'
-NbEHP2GHFNb5PnmJnd4qQ,'The Buckle'
erzXnPtbSxGDqbfFEublKA,'Brookstone'
Sbgrvtk0P2Zc-ckTjEVFZw,'Foot Locker #8837'
Hx1Af23Po2bojH1ItEtCrA,'Apple Store Chandler Fashion Center'
Rj-YYQuQ3Aeu1GlhcSpo8g,'Helzberg Diamonds'
tpN254LPQTzGODnqI6RpSA,'Party Nails'
C7ocuI_OEIsSCCMbXO9E9g,'Dillard's'
1gwE7TFJ6lS55hSpEJdIMw,'Gemsetter & Company'
oSDf6BHiMlKGZdFFmIo6NQ,'The Good Egg - Ray'
l5X8VsWdcwDHmM2M7cs_6A,'Starbucks'
IGkZzCsahWEHywUeEgkGMA,'Lowe's Home Improvement Warehouse'
581qSMwGGgdVSdiBTsrPyQ,'Rubio's Fresh Mexican Grill'
xSrMKdu8KfEeqJI1QYGRoA,'The Thing Shop'
x6SFC7qtuuyI94SH7e-GwA,'5 & Diner'
NDrrwX1n20HU67dD8asgvg,'CVS Pharmacy'
i8oOeXpvCiorgNcxXKLh5Q,'Data Doctors Computer Services'
5BPuQsM1_CwVu7KiqIjyGA,'The Home Depot'
Upy1cPinoaeK4HKwY6BUaw,'Hampton Inn Chandler'
NZ6_i3FmyUMp4hsSUrGXww,'Ish Patel, MD'
7yj_Q15ZB46lbXavBustZQ,'Homewood Suites by Hilton-Chandler'
-9iYGbkqom5fpj4iiLjsrA,'Casa Reynoso'
ywkHUWRf3fPrRq0hHHI9Wg,'Pack & Ship Plus'
tMkKUGwABdGWKwnLXaCYUg,'Taco Bell'
PtvngIKM98T0_rW_VfRcSQ,'Coffin & Trout Fine Jewellers'
809yQbiyWhniPQEeeqXuHA,'Cost Plus World Market'
bsHBCjGykWPG1HHDsmXVfA,'Jilly's American Grill'
bEQjf7c-9qkNWgXvriSGZw,'Wonderful Wanda's'
QjbiS4XFuW8BmXXRWprrRQ,'Mattress Firm'
7sNFLjSyinVqeQ_Teg2WRQ,'Courtyard Phoenix Chandler'
6_ZPbupZzPf2f728EOODVg,'Banana Republic'
G6Y8f12zve-Cz48RSV_4uw,'Flooring America'
DFRXglX1d9AMxghawyVEQg,'Arizona Fire & Water Restoration'
jAXrkwVoCBlRPygOr8PtmA,'Acacia Endodontics'
12ti55UYaJ82eDTAI-adHA,'Michaels'
Hd4aaoYDDraHqgCC_A_cnw,'J Crew #635'
GhC1V0MRGoma3MP0Gn28Fw,'Ruby's Diner'
Cv4kZH9zN0wpN2Drn0qkLg,'Chipotle Mexican Grill'
0UWfvm0ah-8DVSm3nkbsMg,'El Metate Mexican Food'
p-_b1Ohxxx6b3lg3Lc5DoQ,'Bath & Body Works'
txCJurIIrE9ZoHu3gZUvnQ,'Red Lobster'
vtQOervVVTXjhvSZQiZ6PA,'Swaddee Thai Cuisine'
mB-phY3LtSnVFrEBYaB7Yw,'Thiele's Automotive Services'
LySAATrzrru3ajc5sEBFOA,'All Starz Sports Bar & Grill'
zr6Ic3XVUYSKzoJoXjAz-g,'Pizza Hut'
cKxXBvOithS-Ic5KnhEKrg,'Carrabba's Italian Grill'
1D9wTe9u0anBT6vrNL7HnQ,'Fast Fix Jewelry and Watch Repairs'
CxKMlaiW5l56qTtuTm6b0w,'The Limited'
78IaYCf9ktUep4UhhjXbTg,'The Cheesecake Factory'
DZMS1-ilpuSzoFEW9xsnyg,'Barnes & Noble Booksellers 2081'
CWFRULJux3D0WKBqdrpzrw,'Best Buy'
-vHWAsiX0iHWJw-pkqv32Q,'Kona Grill'
TgITBcOoarnIcMA82iKzMQ,'The Great Indoors'
a25A1cv4rarHnxICWTC3Vw,'Abercrombie & Fitch'
9whGt6zd2ulTYKqRNB02yA,'Panda Express'
FCYH8zUTtq29Q4kWUaSKVQ,'East Valley Oral Surgery'
9iLiMm3Z9nepRDu1AhgEoQ,'Windmill Inns & Suites'
zoHCkEiIKfXiLTKUqKEojQ,'Red Robin Gourmet Burgers'
KPSu1373lL6iqBxUOBNOzw,'Bath & Body'
VPmD7zLEvmCYuZI5tVg_Zw,'Build-A-Bear Workshop'
U9iWs_XQ88IEj_Cgawyz4w,'Wildflower Bread Company'
ptPrA9reecJhSQyzo1aW8g,'Yankee Candle Company'
vcX9au3IW-Mwv9SNZ_0jQA,'Supercuts'
T_d9GB_p0ajNTVEZ2CMmrw,'Pick Up Stix'
oMbI156EJFrSObGe-SSaRw,'Fantastic Sam's'
jCOTob1avPH52RNuniylkg,'Abuelo's'
e1TRaM2GZq8qBFogZaNklw,'Nordstrom'
8gJ-0SrGeUcRXgqZtrYLDg,'Sears'
nXFQjMFJ0qLQSrq1TwLrWQ,'Hat Club'
Nu0_tUBN6R9Oc-YsLVFNJg,'California Pizza Kitchen'
ladc7jWsCaOlaErCDdnubA,'Baja Fresh'
VprXrZ01I5RxhJIyBl3YmQ,'Pasta Pomodoro'
sPVogBdLg95fKzIQ8ErDfA,'Chris Anthony's Hair Salon'
W1XSrZgjyHuNYwqckvAQFg,'Hollister'
AOTOKHGbEorQSWr-KVmHZw,'Olive Garden Italian Restaurant'
KHgRmDcFxi8neGVUWlZ2mA,'Paradise Bakery'
6O5HgEDYEKWDgZwhM6Vv7Q,'Michael Grabow, DDS'
RrY-nZvvCjOydMuUfLt-Lg,'Zales Jewelers'
aaaL5ChxDKrWPgtdebRG7Q,'Red Roof Inn'
b93AyfRDgrQ8v2o6LCdy5A,'Digitell Cellular Communications, Inc.'
IoHpWh3_DNnjHyx6uX1lEA,'Honmachi Grill'
tsu1IvAiMy0RFuYzjz7kiA,'Origins'
UuPSW_JoePO3TrZwN6Rj0A,'Makutu's Island'
OMXAkiWyKz0AM6PwwuP38Q,'Sur La Table'
bXsc7bNjgQ12LJGwgyaQUA,'Wendy's'
X8tfJzFU-pNxWnZk1la03Q,'Sam's Club'
Ia_yw3pa-qjJ6in5dVYHGw,'Streets of New York'
z1Np8_oQECKWGCwJJ8864w,'Z'Tejas Southwestern Grill'
rd2dsPvJANI_sqcrGeCKAw,'P F Chang's China Bistro'
eGoXBEU339Xg-vz0MUq86A,'Aldo Shoes'
S-V0RCijw5Em-44yLG4s_g,'Williams-Sonoma'
UVehGYYtA4i5xmFwpIUhLQ,'St Andrew the Apostle Catholic Church'
-fpBB1Oa7fVi7liNUd8qow,'AMF McRay Plaza Lanes'
tqIFZtb873aJM_4pxT3Ojw,'San Tierra Apartments'
bKRpIJvOxh65a-koMa1V7w,'Wetzel's Pretzels'
zIimLCCoMBd7p2VtBkLW6w,'Pottery Barn'
50vp5JKtNeAubhPD9cmuHQ,'Pottery Barn Kids'
LoFX3XAun814ZHwfKj7xYg,'Game Daze Chandler Fashion Center'
xMK01ZbVUYLLoyqoeWAIVw,'The Keg Steakhouse + Bar'
lbZfKiN9t5FHuMCf3d3BVw,'Espinoza's Market'
IMGW6y8wHQCfr_6k-YXg_A,'BJ's Restaurant & Brewhouse'
t652pzxIJjHJB7GuQWe7rw,'Starbucks'
X2q3VB7fYqVrxvBqeZaHYw,'Express'
HICTXgea-Sf0obHv-eQGfg,'Fairfield Inn by Marriott'
HFbuUmowkbFOESYtk95syQ,'Rolfs Salon at the Foothills'
nCeeguQS-MHQRifOpKzwUg,'Tomasos Restaurant'
y9tYQZCWVWscFUuK-xoaMg,'Sunset Automotive'
0ONypOKIhttBz9IJzBE8jg,'Fleming's Prime Steakhouse & Wine Bar'
dB8_d0PBw2XH3jpbI19zTg,'Barbeques Galore'
eMHJP0ANVPcboNXqPw3Vdw,'Bed Bath & Beyond'
EVRoFKVKbgP-rz9_6enViQ,'Whataburger'
WixkMVXXFCx-lYsr6JoF6Q,'Pei Wei Asian Diner'
nvE5hrRqQP3e1waTY36Mng,'Chandler West Emission & Auto Repair'
EIfl37kFER2z5ucF7yE-Ng,'Cottingham Chiropractic'
daComt_TaMsSan7bI9pPcA,'Oxford Cleaners'
fa776KC8le1MHOOws_1PNA,'Atomic Comics'
9e4-DYABr1mVEw85ErdBMw,'Fry's Food Stores of Arizona Inc'
PBcsBfduHaCBVLsgVvAkJQ,'Dennys'
p2FoMPsKYDVkDrNv4mEESA,'Family Vetcare of Chandler'
Hyi4ljxiKaBw7sktpmTsQw,'Lamps Plus'
Unk6ToZjPfHBPWiGOwqVeA,'Queen's Bowl Chinese Food'
7-4FxYXhNUS2lhpUb_q5-w,'Teakwoods Tavern & Grill'
