USER_ID,PROD_ID,RATING,AVG_RAT,USEFUL,DUP_CNT
MwXOgU4sB7QBgg0FOz35OQ,_wZTYYL7cutanzAnJUTGMA,1,3.5,2,1
B8HBGwLTTWWM8kqLhix_2w,HxPpZSY6Q1eARuiahhra6A,2,4.0,4,0
MDiCwtVo-Aq9cD5bAKd8Lw,JwUE5GmEO-sH1FuwJgKBlQ,5,4.0,1,0
Pehthv-egCLA5UNMRItU_Q,koRLvzIl-4fCybOIdk56jA,4,4.0,2,0
PxGbiW_dr6XocZs_1e54tg,_tnYCShXuDlXjNVNctTkCA,5,4.5,2,0
Re_-wkpm-NQvJn2CL9Gn7g,ckLRf3lYn9DxmNxd-mu2yA,4,2.5,0,0
oFhtzLhXS1iENWoBMdWk4w,77ESrCo7hQ96VpCWWdvoxg,3,3.0,0,4
5W_Dv1E2loDsoXFpi-pqcQ,koRLvzIl-4fCybOIdk56jA,5,4.0,0,0
wC8r-m6KHifL6R2i8ok8yg,JwUE5GmEO-sH1FuwJgKBlQ,3,4.0,1,0
OGxuqUZtoynJ6ayz_VCfyQ,SKLw05kEIlZcpTD5pqma8Q,4,3.0,0,0
l6PKBSi09-Qi0v3T9IZwCw,uGykseHzyS5xAMWoN6YUqA,2,4.0,0,0
lOu9PPbRz04z-LRfw2Ptpg,_wZTYYL7cutanzAnJUTGMA,1,3.5,1,0
DWXc9EDCXpCct1uBLHT4Fw,mbtGl2I2A2To-8jiggN99g,4,2.0,0,0
51w1J4XnK835Ws84ETznhg,jpxlSFhdrtbNyxS6vB036A,5,4.0,0,0
XX_zPgQOvqBXG1IbWD7CCw,Xp7OA8gz7zDgB3I54jyb4g,4,3.0,0,0
u3poEkM25GHonjqgxyp29A,2pmMehsVKnwhgWPSOxrkjA,1,4.0,0,0
z-q4z2RLP-d-FqvGnNJbtA,koRLvzIl-4fCybOIdk56jA,3,4.0,0,0
fY8lcd8E7x_iQmgMf6yLLA,rwerz1huEtiGR97ijEYeBQ,1,2.5,0,0
RY18jLSV_J2Dzcl7Lmr9rA,O_Pu4mKGOqQVlmH07Zbnhg,4,3.5,0,8
zMzVLKJ-cC14zRrF0ogEkQ,KW6HejC-67KSL9J8Cz1dSw,4,3.0,0,0
QP-MdjpUFejr9apuAWcfQg,AYoLKzRFajucKnjIFxc__A,4,2.5,0,0
Bld8sdbL48rJzVXo4yMYWA,JwUE5GmEO-sH1FuwJgKBlQ,5,4.0,0,0
6rMHhS3Hf_Ofn1hYaxaUgQ,SKLw05kEIlZcpTD5pqma8Q,4,3.0,1,5
Yhlx0ob3UDz2PcJRat2QgQ,ShEYKerTwb2LSORE5o_s7A,3,3.5,2,0
dMVS8YQPa7MpOponFsdCWw,B0Vuwn6Hugc-0U5n31YBfg,3,4.0,0,0
qaHsKOpOE569j8v_h1vN9A,ShEYKerTwb2LSORE5o_s7A,5,3.5,0,0
U0EwhTMkyoJ9vbvwlZcA5Q,SKLw05kEIlZcpTD5pqma8Q,4,3.0,0,0
yUkWGeu4B6OGE-7GNlYrjA,G1qUGBNYNS220jKlPAlFsA,4,4.0,1,0
OtRm66XaqoJYOuTMb94fsg,G1qUGBNYNS220jKlPAlFsA,5,4.0,0,0
rXiiwnbL7bbmrLpLwL4RtA,MKsb2VpLB-0UBODcInDsSw,3,2.5,0,0
S_jsDw9WSy08lVBhXnux9w,xLmC8OBxrfPkJCC1HzeNhg,5,5.0,1,0
Em4_jm2Fqd4h5i4MyLUnsw,koRLvzIl-4fCybOIdk56jA,4,4.0,0,0
jqMa8QhylASA1HT_CG9RyQ,u2suyhwZNjBkGDHKQ2uJOA,4,3.0,0,0
j2Tu7_pzuCNVRN9kGGpZ5A,6oDZ78JiSKjXVLcurCpnhw,4,3.0,2,0
oFhtzLhXS1iENWoBMdWk4w,Wn8NhS-L1ck6jbTjX88Kkg,5,4.0,3,15
Iz4pRvec6MAc1h3AKSv8vQ,jpxlSFhdrtbNyxS6vB036A,5,4.0,0,0
XmSPy_RTZArCirAqWsVP6w,rdAdANPNOcvUtoFgcaY9KA,4,3.5,0,0
XxWsOrQp0gCzDmvOsGvYyA,vknZxEFCHOMidG0OJKYekA,1,2.5,2,0
s__z7O5ybdky0KmXkA6MZA,AYoLKzRFajucKnjIFxc__A,2,2.5,0,0
DZBVSlNvAOsRVZ6cK9FrIg,KW6HejC-67KSL9J8Cz1dSw,4,3.0,1,0
q2_xNGF6nhsOoD2NpOa5dg,3zD6rxB92Mr0jb-LoYFFWw,2,1.5,2,0
uSlKnryLlnD3mvmG6DIyCg,Wn8NhS-L1ck6jbTjX88Kkg,4,4.0,2,23
nmTG128TupL0-tnhe1h7CQ,_tnYCShXuDlXjNVNctTkCA,1,4.5,1,0
jqMa8QhylASA1HT_CG9RyQ,u2suyhwZNjBkGDHKQ2uJOA,4,3.0,0,0
iKBS0S0l_PZ_iEaKw8W9bA,rdAdANPNOcvUtoFgcaY9KA,4,3.5,0,0
o0Y7lhqjtGHt9PofgDbXpg,GHvLvSN_imiXxqsgFPskWA,5,5.0,1,0
_xf2ECTRftPV4bzK4mGYEg,zOc8lbjViUZajbY7M0aUCQ,3,3.5,1,0
rUUI3ngu8tIRVAzQz25GCQ,unMqU0OrlniCOKZIoQHb0A,1,1.0,0,0
to4yos7TkaDe45-keAg74A,SKLw05kEIlZcpTD5pqma8Q,4,3.0,0,0
GxKnzeyCMPflSIXzN7ey3A,koRLvzIl-4fCybOIdk56jA,4,4.0,3,15
Bi7FeOkZ37ceBioYHWnBVg,Wn8NhS-L1ck6jbTjX88Kkg,5,4.0,0,0
DTX9svy1v-Jw9013pnYuwQ,1-EIdeHewfEVcpoZm38N8A,5,4.0,0,0
IU9ArEUIijrMqNEgVKZDuw,q8fD82us6uuGufvI44NoAg,4,4.0,4,0
qcuo87tjpGpoNPsLxANibQ,3zD6rxB92Mr0jb-LoYFFWw,1,1.5,1,0
q7zvcNn6ErrxBsANtfWWMg,_tnYCShXuDlXjNVNctTkCA,4,4.5,0,0
H8wT4jji49mEB_CxXFF5LA,q8fD82us6uuGufvI44NoAg,5,4.0,1,2
RvweNJFVkR3ttkWsIBy7nQ,x7pStpT09Tdc8d7oRU0Tmw,4,3.5,0,0
MnXcXwr0keJpkIiwuPsOKg,JwUE5GmEO-sH1FuwJgKBlQ,3,4.0,1,0
sOZK11vtg6BowI6ulQu1Ag,NGj-_5pkHc_DbH5bKUH2Xw,5,5.0,0,0
R04P35fYVS4HASyBuMcElg,MKsb2VpLB-0UBODcInDsSw,2,2.5,1,0
k42CUkU9dxyCRDlcOfsVTw,_wZTYYL7cutanzAnJUTGMA,2,3.5,1,0
Fiec-fG39Gkd5mTK5WEi7w,AYoLKzRFajucKnjIFxc__A,1,2.5,1,0
jQtmbZmOvfYb4lAkoXMCkQ,UgjVZTSOaYoEvws_lAP_Dw,5,3.5,0,0
x-9K6ps5kU8DGNlkTjhP1g,unMqU0OrlniCOKZIoQHb0A,1,1.0,0,0
7OP-I_VSr6L7FlzsqWjdIw,3jpKGDkFrCHpjEYVEgcG0A,2,3.0,1,0
GIe3fZlWKtnPXTaGqmwl-A,OC8AUJshLVimn_-P_INvJw,2,2.5,1,0
RABj0zfAcnKPnxLVwAWzDg,G1qUGBNYNS220jKlPAlFsA,5,4.0,0,0
_xf2ECTRftPV4bzK4mGYEg,1tkeiIa-daD8LbM6mHm_9A,1,1.5,0,0
hJbhbqg-x3TFzhvqqwl5RA,MKsb2VpLB-0UBODcInDsSw,4,2.5,1,0
oSA746-4MCJpWorJkzxqpQ,cgCqxPhadIAlsqnD1MoWuQ,4,3.0,0,0
_ohPF8fo5ifWiMOrEPrC8Q,Nj0vQjUYjaa7qbvZlEr2jQ,4,2.5,2,0
jqMa8QhylASA1HT_CG9RyQ,yV-eB-pQVeWE7W-WPC8BUg,5,4.5,5,0
1_CjHZLHzNaKIFFIAcZFuw,MKsb2VpLB-0UBODcInDsSw,4,2.5,0,0
SEJWhA6MRIavK4b3pGxwTg,koRLvzIl-4fCybOIdk56jA,3,4.0,3,4
Gt4kAjvuN_suMn7NLS9SHw,koRLvzIl-4fCybOIdk56jA,3,4.0,0,0
POy1SseBEePs89cz5L2L9g,koRLvzIl-4fCybOIdk56jA,5,4.0,0,0
oFhtzLhXS1iENWoBMdWk4w,HaBkx5PwvbBpQ2iNCgHnVQ,4,3.5,4,0
0QH_h9h7tWUN90jrJhw1fg,G1qUGBNYNS220jKlPAlFsA,3,4.0,0,0
QEgOEIbxNLaNF9ly_wV61Q,eptljN50_4BpIwc2Op_A_A,5,4.0,0,0
d-HBNkZ5AJLK-R5_W6fJOQ,_wZTYYL7cutanzAnJUTGMA,2,3.5,1,0
pgKOL4k5tWCWS9VIc33EoQ,JwUE5GmEO-sH1FuwJgKBlQ,4,4.0,1,0
QP-MdjpUFejr9apuAWcfQg,uga5g16PncJOtY7Sc3A05w,4,4.0,0,0
13XTZwRHFLGjAdpN3YCm5Q,ZlhAvs_6ryi4_efZ1SpMbg,4,4.5,1,0
Fiec-fG39Gkd5mTK5WEi7w,x7pStpT09Tdc8d7oRU0Tmw,1,3.5,1,0
xOe-ZopdYiu8ijimmtdrnA,c5awCF5eu0ZkxUf_i94uPA,4,3.5,0,0
_1ITWzhyB7XAHh9FJNC9QA,suQyHycqv8nA7EualcUB3g,4,3.0,0,0
lC0KGXmIhyjzghBUlVnkhQ,RIsEPpt2jM7c_Ko_CyLwMw,2,4.0,5,0
oSA746-4MCJpWorJkzxqpQ,YDUB7-NgjKEFn8CERLoKXQ,3,4.0,0,0
6kp815UUjK--ukUjmDlSCQ,h_lhVizdHBJOVNAIgTB3eQ,3,4.5,4,2
HKFK6P35KX0VF67NtU0rwg,_wZTYYL7cutanzAnJUTGMA,4,3.5,0,0
oFhtzLhXS1iENWoBMdWk4w,KTqNU4plO23583DYAMGXYg,2,3.0,0,0
S_jsDw9WSy08lVBhXnux9w,h_lhVizdHBJOVNAIgTB3eQ,5,4.5,0,0
s__z7O5ybdky0KmXkA6MZA,6oDZ78JiSKjXVLcurCpnhw,4,3.0,0,0
mDqWHJG-NQq9ycwV07wjkg,rKNtd_M2kWDW8sQKYzetKA,5,4.5,0,0
XmSPy_RTZArCirAqWsVP6w,c5awCF5eu0ZkxUf_i94uPA,1,3.5,1,0
7OP-I_VSr6L7FlzsqWjdIw,X47o6R2rWiqGqvBtC7VS3Q,4,4.0,1,0
Nz7FOxqKOUhCxMLfKiGiTw,JGa7YehwC9UzpPQF8-pMeQ,5,3.5,0,0
LHno-LlSTgzv6DHAq-3r-g,ShEYKerTwb2LSORE5o_s7A,4,3.5,0,0
fVXn0_A9zsyWqQNQ8XFIHg,YaaQx4qt1f36iFT4TWivAw,5,3.5,1,0
uILpE4ihC09BBdNf7LgDHw,koRLvzIl-4fCybOIdk56jA,5,4.0,6,3
oFhtzLhXS1iENWoBMdWk4w,JfBxZQCRtPoNewr6QM8Hng,4,3.5,0,0
zvJCcrpm2yOZrxKffwGQLA,vcNAWiLM4dR7D2nwwJ7nCA,4,3.5,2,0
bDk2XvjJlK8fsiL6C1HpEg,rdAdANPNOcvUtoFgcaY9KA,3,3.5,1,0
vlSA47FlfINOpooclRc7VQ,YjoSdr8uJslIebsQP6c18w,4,4.5,0,0
w8CIc5wvjyae8sZINowV6w,Nj0vQjUYjaa7qbvZlEr2jQ,4,2.5,0,0
bDk2XvjJlK8fsiL6C1HpEg,G1qUGBNYNS220jKlPAlFsA,3,4.0,1,0
Ja3XXz6IJBnDbJKjY4WsdA,ShEYKerTwb2LSORE5o_s7A,1,3.5,7,16
sdk6OOrj9nZ8z6Ob0jcpDw,pwHZ5uUB3cWis9O-L__hdA,4,2.0,1,0
9SU4T5EvO3UVy7e-26yCjQ,Bznf9AaGgdsLI01H_ifrUA,4,3.5,0,0
dh1ZXGKbT3tRcDH1Tr-_cQ,8MqyXoay37xSmlUKjYv1XA,4,4.5,0,0
1yerL0y2L4SyH5E7wVu4dQ,ShEYKerTwb2LSORE5o_s7A,1,3.5,0,0
52jUkzxr2Eq6Agdsx9W-VQ,vknZxEFCHOMidG0OJKYekA,1,2.5,2,1
GIe3fZlWKtnPXTaGqmwl-A,3zD6rxB92Mr0jb-LoYFFWw,1,1.5,0,0
lhp2UhUr93R24dkaMySm_g,O16EckCLtNoA49hewGht_w,5,5.0,1,0
_1ITWzhyB7XAHh9FJNC9QA,HGzdDbukK8RJEc623kLz5Q,5,3.5,0,0
74rE2heR1pLCjgebF9r7iA,G1qUGBNYNS220jKlPAlFsA,5,4.0,1,0
WsGQfLLy3YlP_S9jBE3j1w,LRKJF43s9-3jG9Lgx4zODg,5,4.5,0,0
m0IdR7217JEYzlBQpYgrpQ,MBQc_jlZ3nlMOZy7SUM_5Q,3,4.0,0,0
R9W6whtG5GagjzJ4yrRvqQ,ZlhAvs_6ryi4_efZ1SpMbg,5,4.5,1,0
1m7w8LthojiGt5sEmCgatg,SKLw05kEIlZcpTD5pqma8Q,2,3.0,1,0
ISwiZNOXrgxlLfVZsGBUww,h_lhVizdHBJOVNAIgTB3eQ,5,4.5,0,0
OtpHvQFGbZ4sONaQAXankg,YaaQx4qt1f36iFT4TWivAw,4,3.5,0,0
9CphPgXVmOjFjOuLMTyvbw,6oDZ78JiSKjXVLcurCpnhw,2,3.0,1,0
uHTewfAzgsMxlETiqPv7cA,3jpKGDkFrCHpjEYVEgcG0A,3,3.0,0,0
Ne0fqKX4G8lutJlKmXCogQ,cruBFtsFaBuhX_I72uU8pA,1,1.5,0,0
_ICgIhYXSpS_tQEQFZWIWg,ckLRf3lYn9DxmNxd-mu2yA,4,2.5,0,0
AqTwwvkgk_qvfZ2k4ET4pA,oLctHIA1AxmsgOuu4dM6Vw,1,1.5,0,0
reI1yQImDR-1a55zVZZPHQ,rdAdANPNOcvUtoFgcaY9KA,4,3.5,0,0
-o4h6R65vlJaTBrfxOEYCA,XrzTVrJAjs0yYLvhFI9vkQ,4,5.0,0,0
HPUUg5qQpNr02I30hq4wAw,SKLw05kEIlZcpTD5pqma8Q,1,3.0,1,0
9B_VU97UoYgR0WLbU8dikA,ckLRf3lYn9DxmNxd-mu2yA,3,2.5,0,0
jqMa8QhylASA1HT_CG9RyQ,tZbKiggbDGeBpGnOYk0Syw,2,2.0,2,0
Veue6umxTpA3o1eEydowZg,LRKJF43s9-3jG9Lgx4zODg,3,4.5,0,0
jE5xVugujSaskAoh2DRx3Q,vcNAWiLM4dR7D2nwwJ7nCA,5,3.5,0,0
oFhtzLhXS1iENWoBMdWk4w,_tnYCShXuDlXjNVNctTkCA,5,4.5,1,0
lZq-CaPk58whjRxjnLIPQg,Wn8NhS-L1ck6jbTjX88Kkg,5,4.0,0,0
qvCZDgZNgMCtLDs2CAVfHw,xm1RtU63jxjYsm-7dzGaZA,1,3.0,2,0
XmSPy_RTZArCirAqWsVP6w,ugGTR2EvJ0c_-TpMS1LSNw,4,4.0,0,0
AXz26iQxhQQF7FFCkDNJ6w,1tkeiIa-daD8LbM6mHm_9A,2,1.5,0,0
oFhtzLhXS1iENWoBMdWk4w,lN-5-YTsaJr_IByyA476iw,4,4.0,1,17
iNJNLfjAjhwHTuJEcJ2d5Q,eptljN50_4BpIwc2Op_A_A,5,4.0,1,0
1M_ggx6qqhB7IKDIcdXs-w,lN-5-YTsaJr_IByyA476iw,4,4.0,2,0
MjJYetKEBz3WdA80Vt-wUQ,kiAsweI4sOjDzGyz3Y_HsQ,5,4.5,0,0
2c31UbHeyQBUXwAuH6Ys9w,2pmMehsVKnwhgWPSOxrkjA,5,4.0,0,0
LkmcnJNBfnvaZk6MoE_k5w,6oDZ78JiSKjXVLcurCpnhw,2,3.0,4,0
_ohPF8fo5ifWiMOrEPrC8Q,rdAdANPNOcvUtoFgcaY9KA,3,3.5,1,37
yiWeQMJ2zT39FWFxx4BdhQ,KW6HejC-67KSL9J8Cz1dSw,5,3.0,0,0
uhsQFs68oZHrKVMPinwfrQ,368m5-RtrrYWf4hPM_bMlg,3,3.5,1,0
7zBbi9ux0WUU9LByZjCwgw,Nj0vQjUYjaa7qbvZlEr2jQ,2,2.5,1,0
SPDbromboP3gU8M562CW0w,Wn8NhS-L1ck6jbTjX88Kkg,2,4.0,0,0
5kZO7eCDuB_C9HRHciu-HQ,ShEYKerTwb2LSORE5o_s7A,5,3.5,0,0
xcuxY7TjWZtF5XqGYvEBVQ,wVFxEPUy0Pcjr4GI5Cbr4Q,1,1.5,1,0
5-zDa3uehYmGqrzc7esK6A,Wn8NhS-L1ck6jbTjX88Kkg,4,4.0,0,0
l9WiwZTZrnLt1PMyns_MTA,vknZxEFCHOMidG0OJKYekA,4,2.5,0,0
VtN-LQRkn6gSkyQjyxkkAg,G1qUGBNYNS220jKlPAlFsA,5,4.0,0,6
QSRCc7ip7DqRnUT0gJ6q_g,oLctHIA1AxmsgOuu4dM6Vw,1,1.5,3,15
6kp815UUjK--ukUjmDlSCQ,eptljN50_4BpIwc2Op_A_A,1,4.0,1,0
9TDqZLPsOgWERXii_etbcw,368m5-RtrrYWf4hPM_bMlg,4,3.5,0,0
y9g8fR-_rSaP0IWwA3NgCg,X47o6R2rWiqGqvBtC7VS3Q,4,4.0,0,0
uSlKnryLlnD3mvmG6DIyCg,xbJ9tdGbcVJIUkNgHSCwZQ,3,2.5,4,45
jqMa8QhylASA1HT_CG9RyQ,xLmC8OBxrfPkJCC1HzeNhg,5,5.0,3,0
Nh9Nh26tHHwmFigMOO-CUw,rKNtd_M2kWDW8sQKYzetKA,5,4.5,0,0
tKIXfXt4C1jxz8eB0akdKQ,q8fD82us6uuGufvI44NoAg,5,4.0,0,0
btGYRJU2lc74OG5es2JZdA,ShEYKerTwb2LSORE5o_s7A,5,3.5,0,0
_tGp650EdGkIZHwKs2aY6g,KW6HejC-67KSL9J8Cz1dSw,2,3.0,3,32
M7dQtu04OsFQRQLZqlJlxw,ShEYKerTwb2LSORE5o_s7A,3,3.5,0,0
1FsUY1f4MZmPHdrwYZ6V3w,XrzTVrJAjs0yYLvhFI9vkQ,5,5.0,0,0
Inly0enBpNqJLuRfnft9xA,ShEYKerTwb2LSORE5o_s7A,3,3.5,0,0
jqMa8QhylASA1HT_CG9RyQ,tZbKiggbDGeBpGnOYk0Syw,3,2.0,0,0
6kp815UUjK--ukUjmDlSCQ,5uxhIGZlJm9g_zfG_83z5Q,1,3.0,0,0
EYVgfCc9lcLLNc8fKXh33A,pwHZ5uUB3cWis9O-L__hdA,1,2.0,0,0
lpBIaIPXbKqJqBt3p6AQ3w,koRLvzIl-4fCybOIdk56jA,5,4.0,0,0
k_M8LHAb-eJiMJ8dohrEyw,SKLw05kEIlZcpTD5pqma8Q,5,3.0,0,0
5bpt8Z4hxZQS5ZIxymxywg,ckLRf3lYn9DxmNxd-mu2yA,2,2.5,0,32
341nu0gdLI5cJ-iORl914g,naqkXvhoqljvA7kuo15gEw,4,3.5,0,0
TkcX1AAy1bAHOKM3Lh0plg,wl-7A4jC0f27MOEmW-XTbQ,3,3.0,0,0
JB1fqHrj-tBcA0al31tgZg,vknZxEFCHOMidG0OJKYekA,4,2.5,0,0
jqMa8QhylASA1HT_CG9RyQ,yV-eB-pQVeWE7W-WPC8BUg,5,4.5,1,0
E1NwenYcQCPAr7yomxl4ug,xm1RtU63jxjYsm-7dzGaZA,2,3.0,1,0
7j3ExkVj_ecgkzlkxtFxrw,eptljN50_4BpIwc2Op_A_A,3,4.0,0,0
n01pLYcrNOgY8Bdm3Bc5fQ,SKLw05kEIlZcpTD5pqma8Q,2,3.0,0,0
hLYKwQyWLtzZNx6uZPu5pw,RIsEPpt2jM7c_Ko_CyLwMw,5,4.0,0,0
LDrpATl7viHfGGeUKzPeZA,JwUE5GmEO-sH1FuwJgKBlQ,5,4.0,0,0
Lolz-B9EOByqIMShbxkafw,Wn8NhS-L1ck6jbTjX88Kkg,3,4.0,1,0
SE24BdF_JWLFV34Hr5cHLQ,95p9Xg358BezJyk1wqzzyg,2,2.5,0,0
mraE_nGFafgSb_bRaugKKg,q8fD82us6uuGufvI44NoAg,4,4.0,3,5
1Uhy0IGBZ0fzLpXD7VEpbQ,q8fD82us6uuGufvI44NoAg,1,4.0,5,0
u5xcw6LCnnMhddoxkRIgUA,RgDg-k9S5YD_BaxMckifkg,5,4.0,0,0
cnYrqqeLhqY04kqsopBGng,77ESrCo7hQ96VpCWWdvoxg,4,3.0,0,0
8ITVDdfK07owxCA1x878Vw,oLctHIA1AxmsgOuu4dM6Vw,2,1.5,4,0
ndLPodowKGeZHoBngcVrFQ,ckLRf3lYn9DxmNxd-mu2yA,2,2.5,0,0
jqMa8QhylASA1HT_CG9RyQ,OC8AUJshLVimn_-P_INvJw,1,2.5,3,0
PTnQtmk2EdBhMiWXSUYLPA,q8fD82us6uuGufvI44NoAg,3,4.0,0,0
UJBLaPAI7mL60OCZnld5TA,Wn8NhS-L1ck6jbTjX88Kkg,4,4.0,0,0
2nMU77JsSdKGprPmS0X8zw,ckLRf3lYn9DxmNxd-mu2yA,3,2.5,0,1
9BVkMf7qbs8SNuNfsR6yoQ,1-EIdeHewfEVcpoZm38N8A,5,4.0,4,0
6kp815UUjK--ukUjmDlSCQ,Bw0_JDQnZeYf-2xTCpVEHA,4,4.5,1,0
K_nrZRDnIM1LH1HPVX1_6Q,ckLRf3lYn9DxmNxd-mu2yA,5,2.5,0,15
TLo_MqJ98pc8ImS8CPb-4Q,x7xS2DJvu8klyNzcpN8QHg,5,5.0,0,0
aiNWxSrNrRI3cgwbH4vw0A,KFJ1jBfFkRfyn3AoAUl3YQ,4,4.0,0,0
cZFqA2yCS606Sempa8L6vA,uyp8kpTXKfKXvAB8HdJSAA,5,3.5,0,0
2FOj1mOTrePNok3kQfWyvw,wl-7A4jC0f27MOEmW-XTbQ,1,3.0,0,0
-xl9DNFvcKf8v6lmYJkjRQ,KW6HejC-67KSL9J8Cz1dSw,2,3.0,0,0
011Ny5tOdSs_ZI_EzILaRA,YjoSdr8uJslIebsQP6c18w,4,4.5,0,0
QgldqPs9HmN8LjhgPhTOBg,bMnr4RK5HEFvpuuxB5xRoA,4,4.0,0,0
10JcHKBgCCFV-Gd3TTwnTw,3zD6rxB92Mr0jb-LoYFFWw,2,1.5,0,0
6kp815UUjK--ukUjmDlSCQ,MlWXHxdbIODf9GUcvUTfGQ,3,3.5,0,0
gxloYXYIO3E64yTr5RXt9w,x7xS2DJvu8klyNzcpN8QHg,5,5.0,0,0
emBphqO9RndSywB5B1_L3w,uGykseHzyS5xAMWoN6YUqA,4,4.0,0,0
AcvB6zFXu7kErZ-gafecIA,q8fD82us6uuGufvI44NoAg,5,4.0,1,0
oFhtzLhXS1iENWoBMdWk4w,Nj0vQjUYjaa7qbvZlEr2jQ,2,2.5,1,0
vUiLO-EfTnPzfDuhJMF_rA,uyp8kpTXKfKXvAB8HdJSAA,5,3.5,1,0
M5WHq55eaXZEfVIsEqBAsA,mbtGl2I2A2To-8jiggN99g,1,2.0,0,33
3T2Dr5fnsWDmudQM1Hhy7A,ZW2WeP2Hp20tq0RG1NFkoQ,5,2.0,0,3
XmSPy_RTZArCirAqWsVP6w,oJUAJ6uqMbFYJjtPjanjRg,2,3.0,1,0
Y-nr6eaHwP3HF1jV4JKDJw,IEmqrFe96NOhU07TA0rZdw,2,2.0,2,35
6MYEMoBDkhNj76KA_hzEyw,q8fD82us6uuGufvI44NoAg,3,4.0,0,0
6kp815UUjK--ukUjmDlSCQ,tZbKiggbDGeBpGnOYk0Syw,2,2.0,0,22
FgMf--_K_8Zig2VEM3Y2qg,O_Pu4mKGOqQVlmH07Zbnhg,3,3.5,0,0
j9Qxg1YKx9uJXoSYTMgDAg,LOp0ciu7XhZwTqZUWG8qCw,5,5.0,0,0
URw2mP76_1JQFZXKAwda4A,q8fD82us6uuGufvI44NoAg,3,4.0,1,0
X408TQ7GSzuLY0k-eeevkA,koRLvzIl-4fCybOIdk56jA,4,4.0,1,0
aoDM2oE3P4dNoFDKRljVkg,Wn8NhS-L1ck6jbTjX88Kkg,4,4.0,1,0
BD4IhPuK-DwGBQb3RzQDcQ,oLctHIA1AxmsgOuu4dM6Vw,1,1.5,1,0
GIe3fZlWKtnPXTaGqmwl-A,O_Pu4mKGOqQVlmH07Zbnhg,3,3.5,0,0
reI1yQImDR-1a55zVZZPHQ,_wZTYYL7cutanzAnJUTGMA,4,3.5,0,0
zvJCcrpm2yOZrxKffwGQLA,vcNAWiLM4dR7D2nwwJ7nCA,4,3.5,1,0
1b_wzWO8pIA42NFneY4kAA,rdAdANPNOcvUtoFgcaY9KA,4,3.5,0,0
huNp7DL6cROVlQrSquPS_A,ckLRf3lYn9DxmNxd-mu2yA,5,2.5,1,0
L5kqM35IZggaPTpQJqcgwg,RgDg-k9S5YD_BaxMckifkg,4,4.0,0,0
USbxNPSJfLIKAdt10kZs3Q,G1qUGBNYNS220jKlPAlFsA,5,4.0,0,0
rWEDVOMa0X4Qhw4wropxig,rdAdANPNOcvUtoFgcaY9KA,5,3.5,0,0
bIXI5KABBzU1Nt_RaB6Nug,77ESrCo7hQ96VpCWWdvoxg,4,3.0,0,0
IogfzsroIcVlUiTfepW9Cw,c5awCF5eu0ZkxUf_i94uPA,4,3.5,1,0
vXR4PSZPrqc093TMF9ANoQ,NGj-_5pkHc_DbH5bKUH2Xw,5,5.0,0,0
uSlKnryLlnD3mvmG6DIyCg,ShEYKerTwb2LSORE5o_s7A,4,3.5,0,53
sOZK11vtg6BowI6ulQu1Ag,vknZxEFCHOMidG0OJKYekA,4,2.5,0,0
98NluqGeJC7zrEaNDeNEdw,MlWXHxdbIODf9GUcvUTfGQ,4,3.5,0,0
kazm9pBM-79VeQFObzaZFA,yrtaaA32fCMh6A-DcGAnrg,5,3.5,1,0
6kp815UUjK--ukUjmDlSCQ,NDAxF0_RCZBQedVO_d5WnA,2,3.0,2,0
AXz26iQxhQQF7FFCkDNJ6w,HaBkx5PwvbBpQ2iNCgHnVQ,2,3.5,0,0
Fa8M2CXINe0FEKPuBfqG7A,vnwpKCeTrmt3FgMrE7AM-w,5,4.5,0,0
uV8hVTLUUDb5PM2uGUSHVA,Wn8NhS-L1ck6jbTjX88Kkg,4,4.0,1,0
RueYG7VZjO5HjJz9DD3YsA,rdAdANPNOcvUtoFgcaY9KA,4,3.5,0,0
EEYwj6_t1OT5WQGypqEPNg,JwUE5GmEO-sH1FuwJgKBlQ,4,4.0,0,0
aYhKsAUQaaRGgdgcZC5XAw,Wn8NhS-L1ck6jbTjX88Kkg,5,4.0,1,0
oFhtzLhXS1iENWoBMdWk4w,uyp8kpTXKfKXvAB8HdJSAA,1,3.5,5,4
Bs-J8PQH1gN4K0e2PWk5bA,Xp7OA8gz7zDgB3I54jyb4g,4,3.0,0,0
QENthJkaA1UOyRcx3HVpKQ,koRLvzIl-4fCybOIdk56jA,2,4.0,3,0
0JKy3zz38-80Mkp--PVQ4w,tZbKiggbDGeBpGnOYk0Syw,2,2.0,1,0
lC0KGXmIhyjzghBUlVnkhQ,Wn8NhS-L1ck6jbTjX88Kkg,5,4.0,7,0
CX-pbGRwZRqDdo6o8Vic0g,q8fD82us6uuGufvI44NoAg,5,4.0,0,0
e4e-IyxRdWBO0Ak88yyacw,eptljN50_4BpIwc2Op_A_A,5,4.0,0,0
2AND4Sgni_q1CR2W2H5OjA,6oDZ78JiSKjXVLcurCpnhw,2,3.0,6,1
0iPA-UDoxZzA-HCByswY8g,koRLvzIl-4fCybOIdk56jA,5,4.0,0,0
QIjJ4L2DVKcj985-iuognQ,KW6HejC-67KSL9J8Cz1dSw,3,3.0,0,0
tpd1sxBuNgRaJcEYUQL2PQ,77ESrCo7hQ96VpCWWdvoxg,3,3.0,0,0
